,firstName,lastName,commonName,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,alternatePositions_0_label,playerAbilities_0_label,playerAbilities_0_description,playerAbilities_0_type_label,playerAbilities_1_label,playerAbilities_1_description,playerAbilities_1_type_label,playerAbilities_2_label,playerAbilities_2_description,playerAbilities_2_type_label,playerAbilities_3_label,playerAbilities_3_description,playerAbilities_3_type_label,playerAbilities_4_label,playerAbilities_4_description,playerAbilities_4_type_label,playerAbilities_5_label,playerAbilities_5_description,playerAbilities_5_type_label,playerAbilities_6_label,playerAbilities_6_description,playerAbilities_6_type_label,nationality,team_name,position_name,position_positionType_name,acceleration,agility,jumping,stamina,strength,aggression,balance,ballControl,composure,crossing,defensiveAwareness,dribbling,finishing,freeKickAccuracy,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes,headingAccuracy,longPassing,penalties,positioning,reactions,shortPassing,shotPower,standingTackle,vision,volleys,alternatePositions_1_label,alternatePositions_2_label
40,Julián,Alvarez,,170,4,4,1,LALIGA EA SPORTS,71,,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Press Proven+,"Exceptional close control at jog speed, shields ball more effectively",Play Style Plus,,,,,,,,,,,,,,,,Argentina,Atlético de Madrid,Striker,Attack,86,87,86,85,72,86,87,88,86,77,60,87,88,80,6,10,8,15,6,78,78,78,88,88,83,88,55,83,84,,
41,Jonathan,Tah,,195,2,3,1,Bundesliga,94,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Anticipate+,"Significantly improved standing tackle success, possibility of stopping ball",Play Style Plus,,,,,,,,,,,,,Germany,FC Bayern München,Center Back,Defense,53,49,85,76,91,86,40,70,79,39,88,60,32,27,11,8,7,9,14,87,68,38,36,85,78,60,89,57,53,,
42,Alexis,Mac Allister,,176,3,3,1,Premier League,72,Center Defensive Midfielder,Power Shot,Faster power shots with increased speed,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Block,Increased reach and success in blocking,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Pinged Pass+,Max speed ground passes without affecting receiver's trapping,Play Style Plus,,,,Argentina,Liverpool,Center Midfielder,Midfielder,68,82,72,87,69,83,86,86,86,79,78,84,79,82,7,10,14,15,10,65,87,86,78,89,88,88,83,86,77,,
43,Mike,Maignan,,191,1,4,1,Serie A Enilive,89,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,Deflector,"Unique deflection animations, powerful parries to safer areas",Play Style,Far Throw+,Unique goalkeeper throws with greater throw distance,Play Style Plus,,,,,,,,,,France,Milano FC,Goalkeeper,Defense,65,60,82,39,83,35,56,40,68,18,23,30,15,16,84,83,85,84,88,17,61,15,15,85,64,64,18,65,16,,
44,Martin,Ødegaard,,178,5,2,2,Premier League,68,Center Attacking Midfielder,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Incisive Pass+,"Most accurate through passes, max curve on swerves, top speed precision passes",Play Style Plus,,,,,,,Norway,Arsenal,Center Midfielder,Midfielder,68,85,63,88,55,64,83,88,87,86,68,87,79,82,14,15,15,8,10,55,88,68,78,88,90,82,72,90,79,,
45,David,Raya Martin,David Raya,183,1,3,1,Premier League,75,,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,Cross Claimer+,"Unique punching animations, max power punches, faster crosses coverage",Play Style Plus,,,,,,,,,,,,,,,,Spain,Arsenal,Goalkeeper,Defense,64,68,64,31,38,29,45,43,68,12,28,19,19,15,86,84,87,85,87,20,67,26,15,84,62,65,14,68,20,,
46,Viktor,Gyökeres,,189,3,4,1,Premier League,94,,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Power Shot,Faster power shots with increased speed,Play Style,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,Enforcer+,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style Plus,Sweden,Arsenal,Striker,Attack,88,82,95,93,91,87,72,83,85,72,34,80,88,71,10,13,11,14,8,81,58,88,88,87,78,88,34,79,77,,
47,Nicolò,Barella,,175,3,4,1,Serie A Enilive,68,,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Relentless+,"Max half time fatigue recovery, longer teammate contain and press",Play Style Plus,Italy,Lombardia FC,Center Midfielder,Midfielder,82,91,75,89,66,87,88,87,88,79,80,84,77,67,11,5,13,14,11,60,87,73,84,91,89,80,85,85,80,,
48,Victor,Osimhen,,186,3,4,1,Trendyol Süper Lig,77,,Chip Shot,"Faster, more accurate chip shots",Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,Nigeria,Galatasaray,Striker,Attack,91,79,95,81,91,68,68,84,80,62,36,80,88,52,14,14,10,9,6,89,54,85,91,88,72,86,45,70,85,,
49,Nuno Alexandre,Tavares Mendes,Nuno Mendes,180,3,4,2,Ligue 1 McDonald's,70,Left Midfielder,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,Quick Step+,Significantly faster acceleration during Explosive Sprint,Play Style Plus,,,,Portugal,Paris SG,Left Back,Defense,94,87,87,83,73,75,84,82,82,81,77,81,61,59,7,8,8,12,15,73,72,45,77,83,80,80,86,72,54,,
50,Antonio,Rüdiger,,190,2,3,1,LALIGA EA SPORTS,85,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Block,Increased reach and success in blocking,Play Style,Bruiser,Stronger physical tackles,Play Style,Aerial Fortress+,Performs even higher jumps and has greatly improved physical defensive presence before and during aerial duels.,Play Style Plus,,,,,,,Germany,Real Madrid,Center Back,Defense,70,56,89,70,91,93,50,74,80,68,84,69,40,56,14,15,10,12,8,83,81,40,54,85,83,84,85,61,34,,
51,Michael,Olise,,184,4,2,2,Bundesliga,73,Right Wing,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,France,FC Bayern München,Right Midfielder,Midfielder,83,90,62,85,57,66,85,86,84,79,44,88,83,81,9,11,9,10,10,36,79,72,84,86,86,78,58,88,71,,
52,Trent,Alexander-Arnold,,180,3,4,1,LALIGA EA SPORTS,69,Right Midfielder,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Whipped Pass+,"Highly accurate, faster crosses with more curve and powerful driven crosses",Play Style Plus,,,,,,,England,Real Madrid,Right Back,Defense,72,73,75,89,68,70,72,85,82,93,78,79,64,85,14,15,14,6,7,69,91,66,79,85,87,85,82,88,71,,
53,Rúben Santos,Gato Alves Dias,Rúben Dias,187,2,4,1,Premier League,82,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Bruiser+,Even greater strength in physical tackles,Play Style Plus,,,,,,,,,,,,,,,,Portugal,Manchester City,Center Back,Defense,55,62,85,71,89,88,56,75,85,54,87,64,29,48,7,8,13,7,12,85,79,45,39,86,81,74,87,64,32,,
54,Paulo,Dybala,,177,5,3,2,Serie A Enilive,75,Striker,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Gamechanger+,Fancy and Trivela shots are performed with greatly improved accuracy.,Play Style Plus,Argentina,AS Roma,Center Attacking Midfielder,Midfielder,84,88,76,76,63,48,87,88,89,82,32,87,85,87,5,4,4,5,8,65,79,88,83,86,84,84,42,88,92,,
55,Bruno,Guimarães Moura,Bruno Guimarães,182,3,2,1,Premier League,74,Center Defensive Midfielder,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,,,,Brazil,Newcastle Utd,Center Midfielder,Midfielder,66,73,75,90,76,86,79,86,88,76,78,86,73,63,7,11,15,11,11,66,88,65,77,85,88,76,82,86,65,,
56,Willian,Pacho,,188,2,3,2,Ligue 1 McDonald's,81,,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Block,Increased reach and success in blocking,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Bruiser+,Even greater strength in physical tackles,Play Style Plus,,,,,,,,,,Ecuador,Paris SG,Center Back,Defense,74,63,90,78,89,86,60,69,81,46,88,52,30,38,9,12,12,13,10,82,69,39,36,85,77,46,88,58,26,,
57,Ibrahima,Konaté,,194,3,3,1,Premier League,95,,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,,,,,,,France,Liverpool,Center Back,Defense,69,55,83,75,91,84,44,76,80,38,87,68,29,27,9,7,9,9,15,84,76,41,44,85,79,45,87,64,28,,
58,Hakan,Çalhanoğlu,,178,4,5,1,Serie A Enilive,69,Center Midfielder,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Incisive Pass+,"Most accurate through passes, max curve on swerves, top speed precision passes",Play Style Plus,Turkey,Lombardia FC,Center Defensive Midfielder,Midfielder,74,83,73,81,65,83,77,87,85,78,81,78,75,85,9,14,11,6,10,65,89,92,73,87,90,87,85,89,78,,
59,Lionel,Messi,,169,4,4,2,MLS,67,Striker,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,Tiki Taka+,Even greater accuracy in first-time Ground Passes,Play Style Plus,Argentina,Inter Miami CF,Right Wing,Attack,84,84,70,70,68,44,89,94,92,80,20,89,84,93,6,11,15,14,8,60,84,75,86,80,85,84,35,87,89,Center Attacking Midfielder,Right Midfielder
60,Sandro,Tonali,,181,3,4,1,Premier League,79,Center Midfielder,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,,,,Italy,Newcastle Utd,Center Defensive Midfielder,Midfielder,78,76,83,83,82,84,77,85,84,78,81,78,69,81,13,9,8,7,7,70,83,64,76,84,86,85,84,79,68,,
61,Nicholas,Williams Arthuer,Nico Williams,181,4,5,1,LALIGA EA SPORTS,67,Right Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Rapid+,"Even higher sprint speed while dribbling, reduced error on knock-ons",Play Style Plus,,,,Spain,Athletic Club,Left Midfielder,Midfielder,94,92,79,81,61,55,84,85,78,83,36,88,79,72,9,13,12,12,14,65,74,62,80,82,82,78,28,82,64,Left Wing,
62,Tijjani,Reijnders,,185,4,4,1,Premier League,73,Center Defensive Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Power Shot,Faster power shots with increased speed,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Tiki Taka+,Even greater accuracy in first-time Ground Passes,Play Style Plus,,,,,,,Holland,Manchester City,Center Midfielder,Midfielder,83,82,77,92,69,80,79,88,84,73,78,84,78,70,6,10,9,14,9,61,84,59,86,85,87,85,80,84,65,Center Attacking Midfielder,
63,Marc-André,ter Stegen,,187,1,4,1,LALIGA EA SPORTS,85,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,Rush Out,"Unique reflex saves, better close shot reads, faster rush",Play Style,,,,,,,,,,,,,Germany,FC Barcelona,Goalkeeper,Defense,45,39,72,35,78,43,43,30,70,18,25,21,14,12,84,84,89,84,85,11,63,25,11,84,61,67,13,70,14,,
64,Gregor,Kobel,,195,1,3,1,Bundesliga,88,,Far Throw,Unique goalkeeper throw animations with longer throw distance,Play Style,Deflector,"Unique deflection animations, powerful parries to safer areas",Play Style,Rush Out+,"Unique reflex saves, better close shot reads, greater rush speed",Play Style Plus,,,,,,,,,,,,,Switzerland,Borussia Dortmund,Goalkeeper,Defense,38,37,71,30,81,24,29,34,66,13,15,24,10,12,87,83,64,86,87,13,33,12,10,84,39,48,15,59,10,,
65,Ederson,Santana de Moraes,Ederson,188,1,3,2,Trendyol Süper Lig,86,,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",Play Style,Long Ball Pass+,"Even more accurate, faster Lob and Lofted Through Passes",Play Style Plus,,,,,,,,,,,,,Brazil,Fenerbahçe,Goalkeeper,Defense,64,60,78,44,78,38,48,45,70,20,29,30,14,20,83,82,91,83,83,14,68,65,20,82,65,68,15,70,18,,
66,Federico,Dimarco,,175,3,4,2,Serie A Enilive,76,Left Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Power Shot,Faster power shots with increased speed,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,Italy,Lombardia FC,Left Back,Defense,83,84,81,84,72,81,81,86,78,87,81,79,74,83,9,8,12,7,7,69,83,71,83,83,84,81,81,80,82,,
67,Scott,McTominay,,193,3,3,1,Serie A Enilive,88,Center Attacking Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,Scotland,SSC Napoli,Center Midfielder,Midfielder,70,55,86,92,82,84,48,85,80,66,78,84,84,60,9,6,6,10,11,81,81,60,87,86,84,86,81,79,76,,
